0,SB-52319486-XXPM301,170,EUR,Gucci,Gucci Vintage Blue Leather Medium Compact Wallet with Stripes,"Vintage Gucci compact wallet, crafted in blue leather with blue/red/blue stripes detailing. Gold metal enameled GG - GUCCI clasp closure. Back coin compartment with flap and snap button closure. It opens to a bill compartments and 4 open pockets. 'Made in Italy by Gucci' embossed inside. Details MATERIAL: Leather COLOR: Blue MODEL: Wallets GENDER: Women COUNTRY OF MANUFACTURE: Italy SIZE: Medium FABRIC TYPE: Leather STYLE: Fashionable ACCENTS: Logo TYPE: Wallet FEATURES: All Seasons PRODUCT LINE: - OCCASION: Everyday YEAR MANUFACTURED: 1970-1979 DUSTBAG? No, we will provide an organic cotton dustbag BOX? Yes KEYS? No Condition A - EXCELLENT Gently used. Minimal wear of use on leather (light scratches). Gucci box included. Please check the photos carefully and ask if you need to know more details or if you have any doubts. Measurements BAG HEIGHT: 3 75 inches - 9,5 cm BAG LENGTH: 4.75 inches - 12 cm BAG DEPTH: -",ACCESSORIES,Wallets,Leather,Blue,0.00,M,,,,,,,,,Please read item description,A - EXCELLENT,https://cdn.shopify.com/s/files/1/1593/2761/products/ad8e7e94-3a42-5932-a060-13b743c6d87c.jpg?v=1607531776,"https://cdn.shopify.com/s/files/1/1593/2761/products/8e48b09b-3550-51d9-9a00-0b4f3c46df39.jpg?v=1607531778,https://cdn.shopify.com/s/files/1/1593/2761/products/c0556174-808b-5a97-8e7a-d8a7e76cb97c.jpg?v=1607531781,https://cdn.shopify.com/s/files/1/1593/2761/products/ae3de4f1-181d-56b0-8529-5c3f45d43d7a.jpg?v=1607531783,https://cdn.shopify.com/s/files/1/1593/2761/products/477d4fcb-7ccb-532a-8250-11ef75538ff4.jpg?v=1607531786,https://cdn.shopify.com/s/files/1/1593/2761/products/9edbe45c-7663-5e17-814c-f8441b065a52.jpg?v=1607531788,https://cdn.shopify.com/s/files/1/1593/2761/products/e7622a3b-c5d3-57ec-ba6b-99449dc09409.jpg?v=1607531791,https://cdn.shopify.com/s/files/1/1593/2761/products/ca8643f7-c131-554e-b20d-4b31a2cafdce.jpg?v=1607531793,https://cdn.shopify.com/s/files/1/1593/2761/products/6ac76277-5494-51a6-8b65-cd81620624ea.jpg?v=1607531796"
0,LV16946-XX612,480,EUR,Louis Vuitton,Louis Vuitton Vintage Black Epi Leather Saint Jacques GM Tote Bag,"Sophisticated 'Saint Jacques GM' Shoulder Bag by LOUIS VUITTON, crafted in Black EPI leather. The bag features a large main compartment with upper zipper closure. Grey microfiber internal lining with 1 side zip pocket inside. 'LOUIS VUITTON Paris - Made in France' embossed inside. Data code is AS0976 (engraved at the end of the zipper closure). Details MATERIAL: Leather COLOR: Black MODEL: Saint Jacques GM GENDER: Women COUNTRY OF MANUFACTURE: France SIZE: Medium STYLE: Shoulder Bag FEATURES: Inner Pockets CLOSURE: Zip PATTERN: Solid PRODUCT LINE: Louis Vuitton Epi Saint Jacques LINING MATERIAL: Microfiber OCCASION: Everyday HANDLE STYLE: Double Handles YEAR MANUFACTURED: 1990-1999 DUSTBAG? No, we will provide an organic cotton dustbag BOX? No KEYS? No Condition A - EXCELLENT Gently used. Minimal wear of use on the internal lining.. Please check the photos carefully and ask if you need to know more details or if you have any doubts. Measurements BAG HEIGHT: 12 inches - 30,5 cm BAG LENGTH: 17.5 inches - 44,5 cm BAG DEPTH: 6.5 inches -16,5 cm STRAP DROP: 10 inches -25,4 cm HANDLE DROP:",BAGS,Shoulder Bags,Leather,Black,0.00,M,,,17.5,12,6.5,"BAG HEIGHT: 12 inches - 30,5 cm BAG LENGTH: 17.5 inches - 44,5 cm BAG DEPTH: 6.5 inches -16,5 cm STRAP DROP: 10 inches -25,4 cm HANDLE DROP:",,,Please read item description,A - EXCELLENT,https://cdn.shopify.com/s/files/1/1593/2761/products/0713ef58-95bf-5190-ba98-52fe50ef4e66.jpg?v=1618404905,"https://cdn.shopify.com/s/files/1/1593/2761/products/cdd7ac8c-a10e-5108-8a99-0ff9e502c09b.jpg?v=1618404909,https://cdn.shopify.com/s/files/1/1593/2761/products/c3d0c90f-851e-50cc-93db-32f007fb8383.jpg?v=1618404911,https://cdn.shopify.com/s/files/1/1593/2761/products/8bb6a785-1a4c-55b1-9361-3bc6f4ae7660.jpg?v=1618404913,https://cdn.shopify.com/s/files/1/1593/2761/products/cf270fe9-2036-518a-bce5-24980720fd9f.jpg?v=1618404915,https://cdn.shopify.com/s/files/1/1593/2761/products/5c96c170-3799-581f-bcab-7bf21ec80c3b.jpg?v=1618404918,https://cdn.shopify.com/s/files/1/1593/2761/products/7cdf6d72-e275-581a-96ed-e8e89404067c.jpg?v=1618404920,https://cdn.shopify.com/s/files/1/1593/2761/products/bb40564b-4182-5b4b-a5cf-a8916159177a.jpg?v=1618404922,https://cdn.shopify.com/s/files/1/1593/2761/products/a33c0852-d80c-53da-9c77-de3b18465c3e.jpg?v=1618404924"
0,DRSDE1004089-XX,205,EUR,Bvlgari,Bvlgari Mint Women Gold Sunglasses BV6120 2014I857 57-17-142 mm,Details MATERIAL: Metal COLOR: Gold MODEL: BV6120 2014I857 GENDER: Women COUNTRY OF MANUFACTURE: Italy TYPE: Sunglasses ORIGINAL CASE?: Yes STYLE: Butterfly OCCASION: Casual FEATURES: Lightweight LENS COLOR: Purple LENS TECHNOLOGY: Gradient YEAR MANUFACTURED: 2010-2019 VINTAGE?: No Condition A+ - MINT Measurements EYEWEAR MAX WIDTH:142 mm TEMPLE MAX. LENGTH:140 mm EYE / LENS MAX. WIDTH:57 mm EYE / LENS MAX. HEIGHT:49 mm BRIDGE MID. WIDTH:17 mm,ACCESSORIES,Sunglasses,Metal,Gold,363.00,Onesize,,,,,,EYEWEAR MAX WIDTH:142 mm TEMPLE MAX. LENGTH:140 mm EYE / LENS MAX. WIDTH:57 mm EYE / LENS MAX. HEIGHT:49 mm BRIDGE MID. WIDTH:17 mm,,,Please read item description,A+ - MINT,https://cdn.shopify.com/s/files/1/1593/2761/products/f017666a484c76fcb0aebca21880d10937cf2e5c4.png?v=1613450097,"https://cdn.shopify.com/s/files/1/1593/2761/products/f812c4f7a8d6a3922729febfc8c968526e99c8fad.png?v=1613450097,https://cdn.shopify.com/s/files/1/1593/2761/products/f86d5a3d000820105ef9be2320a00d9b93fc172f2.png?v=1613450097,https://cdn.shopify.com/s/files/1/1593/2761/products/f0b9515c3c98a0f2b19524bc0976f37f8c55cf430.jpg?v=1613450097,https://cdn.shopify.com/s/files/1/1593/2761/products/8056597005692_01.png?v=1618665002,https://cdn.shopify.com/s/files/1/1593/2761/products/8056597005692_00.png?v=1618665002,https://cdn.shopify.com/s/files/1/1593/2761/products/8056597005692_02.png?v=1618665002,https://cdn.shopify.com/s/files/1/1593/2761/products/8056597005692_03.jpg?v=1618665002"
0,DRSDE1003385-XX,67,EUR,Web,Web Mint Unisex Gold Sunglasses WE0237 5832W 58-15-144 mm,Details MATERIAL: Metal COLOR: Gold MODEL: WE0237 5832W GENDER: Adult Unisex COUNTRY OF MANUFACTURE: Italy TYPE: Sunglasses ORIGINAL CASE?: Yes STYLE: Aviator OCCASION: Casual FEATURES: Lightweight LENS COLOR: Blue LENS TECHNOLOGY: Gradient YEAR MANUFACTURED: 2010-2019 VINTAGE?: No Condition A+ - MINT Measurements EYEWEAR MAX WIDTH:144 mm TEMPLE MAX. LENGTH:145 mm EYE / LENS MAX. WIDTH:58 mm EYE / LENS MAX. HEIGHT:51 mm BRIDGE MID. WIDTH:15 mm,ACCESSORIES,Sunglasses,Metal,Gold,200.00,Onesize,,,,,,EYEWEAR MAX WIDTH:144 mm TEMPLE MAX. LENGTH:145 mm EYE / LENS MAX. WIDTH:58 mm EYE / LENS MAX. HEIGHT:51 mm BRIDGE MID. WIDTH:15 mm,,,Please read item description,A+ - MINT,https://cdn.shopify.com/s/files/1/1593/2761/products/f500ca862c2c27fab9cc6c5fc9f085aa505eb05cd.png?v=1613450953,"https://cdn.shopify.com/s/files/1/1593/2761/products/f883b5d1bdc7120562330bfcb2b9956b73e79f02e.png?v=1613450953,https://cdn.shopify.com/s/files/1/1593/2761/products/fc7b2c0e829933d318d42ab996424166d16a549a7.png?v=1613450953,https://cdn.shopify.com/s/files/1/1593/2761/products/f78310293c7b5c06af42df09175b5af66bcec72fd.jpg?v=1613450953,https://cdn.shopify.com/s/files/1/1593/2761/products/889214017987_01.png?v=1618664427,https://cdn.shopify.com/s/files/1/1593/2761/products/889214017987_00.png?v=1618664427,https://cdn.shopify.com/s/files/1/1593/2761/products/889214017987_02.png?v=1618664427,https://cdn.shopify.com/s/files/1/1593/2761/products/889214017987_03.jpg?v=1618664427"
0,DRSDE1002093-XX,217,EUR,Christian Dior,Christian Dior Mint Women Gold Sunglasses Diorstellaire6 J5GA961 61-12-142 mm,Details MATERIAL: Metal COLOR: Gold MODEL: Diorstellaire6 J5GA961 GENDER: Women COUNTRY OF MANUFACTURE: Italy TYPE: Sunglasses ORIGINAL CASE?: Yes STYLE: Aviator OCCASION: Casual FEATURES: Lightweight LENS COLOR: Grey LENS TECHNOLOGY: No Extra YEAR MANUFACTURED: 2010-2019 VINTAGE?: No Condition A+ - MINT Measurements EYEWEAR MAX WIDTH:142 mm TEMPLE MAX. LENGTH:145 mm EYE / LENS MAX. WIDTH:61 mm EYE / LENS MAX. HEIGHT:56 mm BRIDGE MID. WIDTH:12 mm,ACCESSORIES,Sunglasses,Metal,Gold,390.00,Onesize,,,,,,EYEWEAR MAX WIDTH:142 mm TEMPLE MAX. LENGTH:145 mm EYE / LENS MAX. WIDTH:61 mm EYE / LENS MAX. HEIGHT:56 mm BRIDGE MID. WIDTH:12 mm,,,Please read item description,A+ - MINT,https://cdn.shopify.com/s/files/1/1593/2761/products/fb44e9c28b65211eb23b0fcef7aace4234e1b80f9.png?v=1613454976,"https://cdn.shopify.com/s/files/1/1593/2761/products/f5b1af2cb27c9b29222827beaf58036fe5cfda5fa.png?v=1613454976,https://cdn.shopify.com/s/files/1/1593/2761/products/fb53f47250d1dfe5115f7ecbf0b116bb0e16b3f52.png?v=1613454976,https://cdn.shopify.com/s/files/1/1593/2761/products/716736150345_01.png?v=1618664287,https://cdn.shopify.com/s/files/1/1593/2761/products/716736150345_00.png?v=1618664287,https://cdn.shopify.com/s/files/1/1593/2761/products/716736150345_02.png?v=1618664287"
0,DRSDE1025860-XX,140,EUR,Roberto Cavalli,Roberto Cavalli Mint Women Brown Sunglasses RC1065 5656T 56-19-144 mm,Details MATERIAL: Acetate COLOR: Brown MODEL: RC1065 5656T GENDER: Women COUNTRY OF MANUFACTURE: Italy TYPE: Sunglasses ORIGINAL CASE?: Yes STYLE: Oval OCCASION: Casual FEATURES: Lightweight LENS COLOR: Purple LENS TECHNOLOGY: Gradient YEAR MANUFACTURED: 2010-2019 VINTAGE?: No Condition A+ - MINT Measurements EYEWEAR MAX WIDTH:144 mm TEMPLE MAX. LENGTH:135 mm EYE / LENS MAX. WIDTH:56 mm EYE / LENS MAX. HEIGHT:49 mm BRIDGE MID. WIDTH:19 mm,ACCESSORIES,Sunglasses,Acetate,Brown,240.00,Onesize,,,,,,EYEWEAR MAX WIDTH:144 mm TEMPLE MAX. LENGTH:135 mm EYE / LENS MAX. WIDTH:56 mm EYE / LENS MAX. HEIGHT:49 mm BRIDGE MID. WIDTH:19 mm,,,Please read item description,A+ - MINT,https://cdn.shopify.com/s/files/1/1593/2761/products/f3bf3f6398e2d6904adf076c405b2ac89a7728af1.png?v=1613456866,"https://cdn.shopify.com/s/files/1/1593/2761/products/ffbd848ea7ad048e56bd0296eb4a5f24f72572f5c.png?v=1613456866,https://cdn.shopify.com/s/files/1/1593/2761/products/fac7c641e900c23c937abc7c643b105fffd74577c.png?v=1613456866,https://cdn.shopify.com/s/files/1/1593/2761/products/f606fffe98dd0a547d85f37f6272ab078c06a41a6.jpg?v=1613456866,https://cdn.shopify.com/s/files/1/1593/2761/products/f3a68dbd6652a2549e8aa2b646cd6c0cd7c75d267.png?v=1617195187,https://cdn.shopify.com/s/files/1/1593/2761/products/ff93297a5bf5bb3d313694a0866ccc26ca0b36200.png?v=1617195187,https://cdn.shopify.com/s/files/1/1593/2761/products/fbbb1a22200a934f8bea815945ce3641b9700cbe6.png?v=1617195187,https://cdn.shopify.com/s/files/1/1593/2761/products/f787aaf8a7b9ce343ffb1d0606358f3e1c8e498f6.jpg?v=1617195187,https://cdn.shopify.com/s/files/1/1593/2761/products/664689915491_01.png?v=1618663947,https://cdn.shopify.com/s/files/1/1593/2761/products/664689915491_00.png?v=1618663947,https://cdn.shopify.com/s/files/1/1593/2761/products/664689915491_02.png?v=1618663947,https://cdn.shopify.com/s/files/1/1593/2761/products/664689915491_03.jpg?v=1618663947"
0,DRSDE1013573-XX,126,EUR,Emilio Pucci,Emilio Pucci Mint Women Black Sunglasses EP0107 5589B 55-17-145 mm,Details MATERIAL: Acetate COLOR: Black MODEL: EP0107 5589B GENDER: Women COUNTRY OF MANUFACTURE: China TYPE: Sunglasses ORIGINAL CASE?: Yes STYLE: Cats Eyes OCCASION: Casual FEATURES: Lightweight LENS COLOR: Brown LENS TECHNOLOGY: Gradient YEAR MANUFACTURED: 2010-2019 VINTAGE?: No Condition A+ - MINT Measurements EYEWEAR MAX WIDTH:145 mm TEMPLE MAX. LENGTH:145 mm EYE / LENS MAX. WIDTH:55 mm EYE / LENS MAX. HEIGHT:44 mm BRIDGE MID. WIDTH:17 mm,ACCESSORIES,Sunglasses,Acetate,Black,170.00,Onesize,,,,,,EYEWEAR MAX WIDTH:145 mm TEMPLE MAX. LENGTH:145 mm EYE / LENS MAX. WIDTH:55 mm EYE / LENS MAX. HEIGHT:44 mm BRIDGE MID. WIDTH:17 mm,,,Please read item description,A+ - MINT,https://cdn.shopify.com/s/files/1/1593/2761/products/f1e1e3f8c3e6d76837bf35899c0aebdc68003bc31.png?v=1614707418,"https://cdn.shopify.com/s/files/1/1593/2761/products/f95861512858234229fc507e6f112e37b3babaa40.png?v=1614707418,https://cdn.shopify.com/s/files/1/1593/2761/products/ffa2cf92b3ca7b011dc181c6cc1c54e11b25e1b15.png?v=1614707418,https://cdn.shopify.com/s/files/1/1593/2761/products/889214010667_01.png?v=1618665414,https://cdn.shopify.com/s/files/1/1593/2761/products/889214010667_00.png?v=1618665414,https://cdn.shopify.com/s/files/1/1593/2761/products/889214010667_02.png?v=1618665414"
0,DRSDE1025916-XX,123,EUR,Tod's,Tod's Mint Women Black Sunglasses TO0212 5101T 51-22-142 mm,Details MATERIAL: Acetate COLOR: Black MODEL: TO0212 5101T GENDER: Women COUNTRY OF MANUFACTURE: Italy TYPE: Sunglasses ORIGINAL CASE?: Yes STYLE: Round OCCASION: Casual FEATURES: Lightweight LENS COLOR: Grey LENS TECHNOLOGY: Gradient YEAR MANUFACTURED: 2010-2019 VINTAGE?: No Condition A+ - MINT Measurements EYEWEAR MAX WIDTH:142 mm TEMPLE MAX. LENGTH:140 mm EYE / LENS MAX. WIDTH:51 mm EYE / LENS MAX. HEIGHT:45 mm BRIDGE MID. WIDTH:22 mm,ACCESSORIES,Sunglasses,Acetate,Black,320.00,Onesize,,,,,,EYEWEAR MAX WIDTH:142 mm TEMPLE MAX. LENGTH:140 mm EYE / LENS MAX. WIDTH:51 mm EYE / LENS MAX. HEIGHT:45 mm BRIDGE MID. WIDTH:22 mm,,,Please read item description,A+ - MINT,https://cdn.shopify.com/s/files/1/1593/2761/products/f6508c7f4705212cceaf8ef8f1d24e8c9d443ea04.png?v=1615004896,"https://cdn.shopify.com/s/files/1/1593/2761/products/fd823fb5bb8abb330f5486e4d6c264ec28d879576.png?v=1615004896,https://cdn.shopify.com/s/files/1/1593/2761/products/f02ff53141151bb791d1da34cc1f4f5fc895087f7.png?v=1615004896,https://cdn.shopify.com/s/files/1/1593/2761/products/f218ea6a7a25daa3d12355128002d82de4875f201.jpg?v=1615004896,https://cdn.shopify.com/s/files/1/1593/2761/products/664689910960_01.png?v=1618663987,https://cdn.shopify.com/s/files/1/1593/2761/products/664689910960_00.png?v=1618663987,https://cdn.shopify.com/s/files/1/1593/2761/products/664689910960_02.png?v=1618663987,https://cdn.shopify.com/s/files/1/1593/2761/products/664689910960_03.jpg?v=1618663987"
0,DRSDE1025922-XX,123,EUR,Tod's,Tod's Mint Women Purple Sunglasses TO0222 5283Z 52-19-140 mm,Details MATERIAL: Acetate COLOR: Purple MODEL: TO0222 5283Z GENDER: Women COUNTRY OF MANUFACTURE: Italy TYPE: Sunglasses ORIGINAL CASE?: Yes STYLE: Butterfly OCCASION: Casual FEATURES: Lightweight LENS COLOR: Gold LENS TECHNOLOGY: No Extra YEAR MANUFACTURED: 2010-2019 VINTAGE?: No Condition A+ - MINT Measurements EYEWEAR MAX WIDTH:140 mm TEMPLE MAX. LENGTH:140 mm EYE / LENS MAX. WIDTH:52 mm EYE / LENS MAX. HEIGHT:44 mm BRIDGE MID. WIDTH:19 mm,ACCESSORIES,Sunglasses,Acetate,Purple,320.00,Onesize,,,,,,EYEWEAR MAX WIDTH:140 mm TEMPLE MAX. LENGTH:140 mm EYE / LENS MAX. WIDTH:52 mm EYE / LENS MAX. HEIGHT:44 mm BRIDGE MID. WIDTH:19 mm,,,Please read item description,A+ - MINT,https://cdn.shopify.com/s/files/1/1593/2761/products/f4a02f36daecb50ccfd301e176b1b9eb5e6f88de7.png?v=1615004921,"https://cdn.shopify.com/s/files/1/1593/2761/products/fe578d1b27fd980f1990047f2cea9fb9af0edf6ad.png?v=1615004921,https://cdn.shopify.com/s/files/1/1593/2761/products/fa39656de925fe572032467da8b048d23e01c6ae1.png?v=1615004921,https://cdn.shopify.com/s/files/1/1593/2761/products/fe2f6afd2c42ac87d1b2a709e9f0736b7654f6341.jpg?v=1615004921,https://cdn.shopify.com/s/files/1/1593/2761/products/664689926251_01.png?v=1618664006,https://cdn.shopify.com/s/files/1/1593/2761/products/664689926251_00.png?v=1618664006,https://cdn.shopify.com/s/files/1/1593/2761/products/664689926251_02.png?v=1618664006,https://cdn.shopify.com/s/files/1/1593/2761/products/664689926251_03.jpg?v=1618664006"
0,DRSDE1004115-XX,141,EUR,Emporio Armani,Emporio Armani Mint Unisex Black Sunglasses EA2061 30017D52 52-19-139 mm,Details MATERIAL: Metal COLOR: Black MODEL: EA2061 30017D52 GENDER: Adult Unisex COUNTRY OF MANUFACTURE: Italy TYPE: Sunglasses ORIGINAL CASE?: Yes STYLE: Round OCCASION: Casual FEATURES: Lightweight LENS COLOR: Brown LENS TECHNOLOGY: Mirrored YEAR MANUFACTURED: 2010-2019 VINTAGE?: No Condition A+ - MINT Measurements EYEWEAR MAX WIDTH:139 mm TEMPLE MAX. LENGTH:140 mm EYE / LENS MAX. WIDTH:52 mm EYE / LENS MAX. HEIGHT:51 mm BRIDGE MID. WIDTH:19 mm,ACCESSORIES,Sunglasses,Metal,Black,203.00,Onesize,,,,,,EYEWEAR MAX WIDTH:139 mm TEMPLE MAX. LENGTH:140 mm EYE / LENS MAX. WIDTH:52 mm EYE / LENS MAX. HEIGHT:51 mm BRIDGE MID. WIDTH:19 mm,,,Please read item description,A+ - MINT,https://cdn.shopify.com/s/files/1/1593/2761/products/fc66a95ef78702df2549173f278dbe9d9c15d4ebc.png?v=1615007640,"https://cdn.shopify.com/s/files/1/1593/2761/products/f29fa35f12dce9367e5ea6830c8db1756ce6f0638.png?v=1615007640,https://cdn.shopify.com/s/files/1/1593/2761/products/ff0ff96f84bfea4396c5c111f99a65bfe2fb9f289.png?v=1615007640,https://cdn.shopify.com/s/files/1/1593/2761/products/f0dfbbe2e7224e3ebe8b0f8e5e561f405033a113f.jpg?v=1615007640,https://cdn.shopify.com/s/files/1/1593/2761/products/fc3e65e94a23d7e2323603d49f2bcd9becd47c427.jpg?v=1615007640,https://cdn.shopify.com/s/files/1/1593/2761/products/8053672872606_01.png?v=1618665030,https://cdn.shopify.com/s/files/1/1593/2761/products/8053672872606_00.png?v=1618665030,https://cdn.shopify.com/s/files/1/1593/2761/products/8053672872606_02.png?v=1618665030,https://cdn.shopify.com/s/files/1/1593/2761/products/8053672872606_03.jpg?v=1618665030,https://cdn.shopify.com/s/files/1/1593/2761/products/8053672872606_04.jpg?v=1618665030"
0,DRSDE1004144-XX,150,EUR,Michael Kors,Michael Kors Mint Women Multicolor Sunglasses MK2103 3710V656 56-18-143 mm,Details MATERIAL: Acetate COLOR: Multicolor MODEL: MK2103 3710V656 GENDER: Women COUNTRY OF MANUFACTURE: Italy TYPE: Sunglasses ORIGINAL CASE?: Yes STYLE: Butterfly OCCASION: Casual FEATURES: Lightweight LENS COLOR: Grey LENS TECHNOLOGY: Mirrored YEAR MANUFACTURED: 2010-2019 VINTAGE?: No Condition A+ - MINT Measurements EYEWEAR MAX WIDTH:143 mm TEMPLE MAX. LENGTH:140 mm EYE / LENS MAX. WIDTH:56 mm EYE / LENS MAX. HEIGHT:45 mm BRIDGE MID. WIDTH:18 mm,ACCESSORIES,Sunglasses,Acetate,Multicolor,176.00,Onesize,,,,,,EYEWEAR MAX WIDTH:143 mm TEMPLE MAX. LENGTH:140 mm EYE / LENS MAX. WIDTH:56 mm EYE / LENS MAX. HEIGHT:45 mm BRIDGE MID. WIDTH:18 mm,,,Please read item description,A+ - MINT,https://cdn.shopify.com/s/files/1/1593/2761/products/f6444b94936bed82e2f7b4e8070afb9137c1b475e.png?v=1615009116,"https://cdn.shopify.com/s/files/1/1593/2761/products/fb7043ea92b8dd68ea5c51e79aa0d5fa665ec4e1c.png?v=1615009116,https://cdn.shopify.com/s/files/1/1593/2761/products/fb15deba5a9d54b5aef0e891e4a37bf7db1248941.png?v=1615009116,https://cdn.shopify.com/s/files/1/1593/2761/products/f2a77c9b28beecbcd086643b874a7206f2a1b351a.jpg?v=1615009116,https://cdn.shopify.com/s/files/1/1593/2761/products/725125032704_01.png?v=1618665104,https://cdn.shopify.com/s/files/1/1593/2761/products/725125032704_00.png?v=1618665104,https://cdn.shopify.com/s/files/1/1593/2761/products/725125032704_02.png?v=1618665104,https://cdn.shopify.com/s/files/1/1593/2761/products/725125032704_03.jpg?v=1618665104"
0,DRSDE1009823-XX,150,EUR,Oakley,Oakley Mint Unisex Black Sunglasses 0OO9359 93590257 58-18-143 mm,Details MATERIAL: Acetate COLOR: Black MODEL: 0OO9359 93590257 GENDER: Adult Unisex COUNTRY OF MANUFACTURE: USA TYPE: Sunglasses ORIGINAL CASE?: Yes STYLE: Square OCCASION: Casual FEATURES: Lightweight LENS COLOR: Grey LENS TECHNOLOGY: Mirrored YEAR MANUFACTURED: 2010-2019 VINTAGE?: No Condition A+ - MINT Measurements EYEWEAR MAX WIDTH:143 mm TEMPLE MAX. LENGTH:140 mm EYE / LENS MAX. WIDTH:58 mm EYE / LENS MAX. HEIGHT:46 mm BRIDGE MID. WIDTH:18 mm,ACCESSORIES,Sunglasses,Acetate,Black,189.00,Onesize,,,,,,EYEWEAR MAX WIDTH:143 mm TEMPLE MAX. LENGTH:140 mm EYE / LENS MAX. WIDTH:58 mm EYE / LENS MAX. HEIGHT:46 mm BRIDGE MID. WIDTH:18 mm,,,Please read item description,A+ - MINT,https://cdn.shopify.com/s/files/1/1593/2761/products/fe7dffef831f51eddf4222754409c728f55aad3ae.png?v=1615011257,"https://cdn.shopify.com/s/files/1/1593/2761/products/f4bbe026a5eaf6b86607043a2825028c72b26389e.png?v=1615011257,https://cdn.shopify.com/s/files/1/1593/2761/products/f22d49efcb173ac815d3cc5465f5ab23544f33a96.png?v=1615011257,https://cdn.shopify.com/s/files/1/1593/2761/products/fe8733cece1682bcf807437786e829b30af91cb06.jpg?v=1615011257,https://cdn.shopify.com/s/files/1/1593/2761/products/fd01d2ccfcbb8708a56ded6b6337604eafd5d3d15.jpg?v=1615011257,https://cdn.shopify.com/s/files/1/1593/2761/products/888392294210_01.png?v=1618664789,https://cdn.shopify.com/s/files/1/1593/2761/products/888392294210_00.png?v=1618664789,https://cdn.shopify.com/s/files/1/1593/2761/products/888392294210_02.png?v=1618664789,https://cdn.shopify.com/s/files/1/1593/2761/products/888392294210_03.jpg?v=1618664789,https://cdn.shopify.com/s/files/1/1593/2761/products/888392294210_04.jpg?v=1618664789"
0,LVLM1022-MY,480,EUR,Louis Vuitton,Louis Vuitton Monogram Canvas Musette PM Messenger Bag,"Louis Vuitton 'Musette' Crossbody Bag, crafted in timeless LV monogram canvas, the bag has golden brass hardware. The exterior features a flap front closure, Its open interior is lined with soft mustard lining and features 1 open pocket inside. Beige leather shoulder strap. 'LOUIS VUITTON Paris - made in France' embossed inside, authenticity serial number embossed inside (LM1022) Details MATERIAL: Canvas COLOR: Brown MODEL: Musette PM GENDER: Women COUNTRY OF MANUFACTURE: France SIZE: Medium STYLE: Shoulder Bag FEATURES: Adjustable Strap CLOSURE: Flap PATTERN: Monogram PRODUCT LINE: Louis Vuitton Monogram Musette LINING MATERIAL: Canvas OCCASION: Casual HANDLE STYLE: Crossbody Strap YEAR MANUFACTURED: 2000-2009 DUSTBAG? Yes BOX? No KEYS? No Condition A - EXCELLENT Gently used. Some darkness and pen marks on the internal lining. Some wear of use on the reverse of the flap. Some normal wear of use on leather trim. Please, see the photos and/or ask if you have any doubts or if you need more information. Measurements BAG HEIGHT: 9 inches - 22,8 cm BAG LENGTH: 9 inches - 22.86 cm BAG DEPTH: 1.5 inches - 2,8 cm STRAP DROP: - HANDLE DROP: 22 inches - 55.8 cm",BAGS,Crossbody Bags,Canvas,Brown,0.00,M,,,9,9,1.5,"BAG HEIGHT: 9 inches - 22,8 cm BAG LENGTH: 9 inches - 22.86 cm BAG DEPTH: 1.5 inches - 2,8 cm STRAP DROP: - HANDLE DROP: 22 inches - 55.8 cm",,,Please read item description,A - EXCELLENT,https://cdn.shopify.com/s/files/1/1593/2761/products/f5eb3e15-1600-5c7a-9c76-cf14c6851879.jpg?v=1615564382,"https://cdn.shopify.com/s/files/1/1593/2761/products/44ee77a7-0bfd-5eb2-a7a1-e362ed21a53c.jpg?v=1615564384,https://cdn.shopify.com/s/files/1/1593/2761/products/c2b82573-a03e-5b51-921d-1e7b880ce3a6.jpg?v=1615564386,https://cdn.shopify.com/s/files/1/1593/2761/products/950c6039-ff3e-5938-b37f-e807652e7b9b.jpg?v=1615564388,https://cdn.shopify.com/s/files/1/1593/2761/products/0f8a6b93-8047-5369-affb-593638d44bec.jpg?v=1615564391,https://cdn.shopify.com/s/files/1/1593/2761/products/5d768a6c-b099-517b-ac0c-5e8b6fce0e34.jpg?v=1615564393,https://cdn.shopify.com/s/files/1/1593/2761/products/e532f775-a20b-5055-abfe-bd63fcb3ea34.jpg?v=1615564395,https://cdn.shopify.com/s/files/1/1593/2761/products/04f23d63-3ade-59f6-9f48-1ef86d85800e.jpg?v=1615564397"
